Memory (Hex),Owner,Data Name,Data Format,Explanation,Device,Code_Property,Modbus_Register,EQ_NAME,,,,,,,
WW00372,AGVS,MCS Message # 24,ASCII,6.4.2 MCS Message Display,AGVS,,169,TS_3,,,,,WW00,882,WW00372
WW00373,AGVS,MCS Message # 25,ASCII,6.4.2 MCS Message Display,AGVS,,170,TS_3,,,,,WW00,883,WW00373
WW00374,AGVS,MCS Message # 26,ASCII,6.4.2 MCS Message Display,AGVS,,171,TS_3,,,,,WW00,884,WW00374
WW00375,AGVS,MCS Message # 27,ASCII,6.4.2 MCS Message Display,AGVS,,172,TS_3,,,,,WW00,885,WW00375
WW00376,AGVS,MCS Message # 28,ASCII,6.4.2 MCS Message Display,AGVS,,173,TS_3,,,,,WW00,886,WW00376
WW00377,AGVS,MCS Message # 29,ASCII,6.4.2 MCS Message Display,AGVS,,174,TS_3,,,,,WW00,887,WW00377
WW00378,AGVS,MCS Message # 30,ASCII,6.4.2 MCS Message Display,AGVS,,175,TS_3,,,,,WW00,888,WW00378
WW00379,AGVS,MCS Message # 31,ASCII,6.4.2 MCS Message Display,AGVS,,176,TS_3,,,,,WW00,889,WW00379
WW0037A,AGVS,MCS Message # 32,ASCII,6.4.2 MCS Message Display,AGVS,,177,TS_3,,,,,WW00,890,WW0037A
WW0037B,AGVS,MCS Message # 33,ASCII,6.4.2 MCS Message Display,AGVS,,178,TS_3,,,,,WW00,891,WW0037B
WW0037C,AGVS,MCS Message # 34,ASCII,6.4.2 MCS Message Display,AGVS,,179,TS_3,,,,,WW00,892,WW0037C
WW0037D,AGVS,MCS Message # 35,ASCII,6.4.2 MCS Message Display,AGVS,,180,TS_3,,,,,WW00,893,WW0037D
WW0037E,AGVS,MCS Message # 36,ASCII,6.4.2 MCS Message Display,AGVS,,181,TS_3,,,,,WW00,894,WW0037E
WW0037F,AGVS,MCS Message # 37,ASCII,6.4.2 MCS Message Display,AGVS,,182,TS_3,,,,,WW00,895,WW0037F
WW00380,AGVS,MCS Message # 38,ASCII,6.4.2 MCS Message Display,AGVS,,183,TS_3,,,,,WW00,896,WW00380
WW00381,AGVS,MCS Message # 39,ASCII,6.4.2 MCS Message Display,AGVS,,184,TS_3,,,,,WW00,897,WW00381
WW00382,AGVS,MCS Message # 40,ASCII,6.4.2 MCS Message Display,AGVS,,185,TS_3,,,,,WW00,898,WW00382
WW00383,AGVS,MCS Message # 41,ASCII,6.4.2 MCS Message Display,AGVS,,186,TS_3,,,,,WW00,899,WW00383
WW00384,AGVS,MCS Message # 42,ASCII,6.4.2 MCS Message Display,AGVS,,187,TS_3,,,,,WW00,900,WW00384
WW00385,AGVS,MCS Message # 43,ASCII,6.4.2 MCS Message Display,AGVS,,188,TS_3,,,,,WW00,901,WW00385
WW00386,AGVS,MCS Message # 44,ASCII,6.4.2 MCS Message Display,AGVS,,189,TS_3,,,,,WW00,902,WW00386
WW00387,AGVS,MCS Message # 45,ASCII,6.4.2 MCS Message Display,AGVS,,190,TS_3,,,,,WW00,903,WW00387
WW00388,AGVS,MCS Message # 46,ASCII,6.4.2 MCS Message Display,AGVS,,191,TS_3,,,,,WW00,904,WW00388
WW00389,AGVS,MCS Message # 47,ASCII,6.4.2 MCS Message Display,AGVS,,192,TS_3,,,,,WW00,905,WW00389
WW0038A,AGVS,MCS Message # 48,ASCII,6.4.2 MCS Message Display,AGVS,,193,TS_3,,,,,WW00,906,WW0038A
WW0038B,AGVS,MCS Message # 49,ASCII,6.4.2 MCS Message Display,AGVS,,194,TS_3,,,,,WW00,907,WW0038B
WW0038C,AGVS,MCS Message # 50,ASCII,6.4.2 MCS Message Display,AGVS,,195,TS_3,,,,,WW00,908,WW0038C
WW0038D,AGVS,MCS Message # 51,ASCII,6.4.2 MCS Message Display,AGVS,,196,TS_3,,,,,WW00,909,WW0038D
WW0038E,AGVS,MCS Message # 52,ASCII,6.4.2 MCS Message Display,AGVS,,197,TS_3,,,,,WW00,910,WW0038E
WW0038F,AGVS,MCS Message # 53,ASCII,6.4.2 MCS Message Display,AGVS,,198,TS_3,,,,,WW00,911,WW0038F
WW00390,AGVS,MCS Message # 54,ASCII,6.4.2 MCS Message Display,AGVS,,199,TS_3,,,,,WW00,912,WW00390
WW00391,AGVS,MCS Message # 55,ASCII,6.4.2 MCS Message Display,AGVS,,200,TS_3,,,,,WW00,913,WW00391
WW00392,AGVS,MCS Message # 56,ASCII,6.4.2 MCS Message Display,AGVS,,201,TS_3,,,,,WW00,914,WW00392
WW00393,AGVS,MCS Message # 57,ASCII,6.4.2 MCS Message Display,AGVS,,202,TS_3,,,,,WW00,915,WW00393
WW00394,AGVS,MCS Message # 58,ASCII,6.4.2 MCS Message Display,AGVS,,203,TS_3,,,,,WW00,916,WW00394
WW00395,AGVS,MCS Message # 59,ASCII,6.4.2 MCS Message Display,AGVS,,204,TS_3,,,,,WW00,917,WW00395
WW00396,AGVS,MCS Message # 60,ASCII,6.4.2 MCS Message Display,AGVS,,205,TS_3,,,,,WW00,918,WW00396
WW00397,AGVS,MCS Message # 61,ASCII,6.4.2 MCS Message Display,AGVS,,206,TS_3,,,,,WW00,919,WW00397
WW00398,AGVS,MCS Message # 62,ASCII,6.4.2 MCS Message Display,AGVS,,207,TS_3,,,,,WW00,920,WW00398
WW00399,AGVS,MCS Message # 63,ASCII,6.4.2 MCS Message Display,AGVS,,208,TS_3,,,,,WW00,921,WW00399
WW0039A,AGVS,MCS Message # 64,ASCII,6.4.2 MCS Message Display,AGVS,,209,TS_3,,,,,WW00,922,WW0039A
WW0039B,AGVS,MCS Message # 65,ASCII,6.4.2 MCS Message Display,AGVS,,210,TS_3,,,,,WW00,923,WW0039B
WW0039C,AGVS,MCS Message # 66,ASCII,6.4.2 MCS Message Display,AGVS,,211,TS_3,,,,,WW00,924,WW0039C
WW0039D,AGVS,MCS Message # 67,ASCII,6.4.2 MCS Message Display,AGVS,,212,TS_3,,,,,WW00,925,WW0039D
WW0039E,AGVS,MCS Message # 68,ASCII,6.4.2 MCS Message Display,AGVS,,213,TS_3,,,,,WW00,926,WW0039E
WW0039F,AGVS,MCS Message # 69,ASCII,6.4.2 MCS Message Display,AGVS,,214,TS_3,,,,,WW00,927,WW0039F
WW003A0,AGVS,MCS Message # 70,ASCII,6.4.2 MCS Message Display,AGVS,,215,TS_3,,,,,WW00,928,WW003A0
WW003A1,AGVS,MCS Message # 71,ASCII,6.4.2 MCS Message Display,AGVS,,216,TS_3,,,,,WW00,929,WW003A1
WW003A2,AGVS,MCS Message # 72,ASCII,6.4.2 MCS Message Display,AGVS,,217,TS_3,,,,,WW00,930,WW003A2
WW003A3,AGVS,MCS Message # 73,ASCII,6.4.2 MCS Message Display,AGVS,,218,TS_3,,,,,WW00,931,WW003A3
WW003A4,AGVS,MCS Message # 74,ASCII,6.4.2 MCS Message Display,AGVS,,219,TS_3,,,,,WW00,932,WW003A4
WW003A5,AGVS,MCS Message # 75,ASCII,6.4.2 MCS Message Display,AGVS,,220,TS_3,,,,,WW00,933,WW003A5
WW003A6,AGVS,MCS Message # 76,ASCII,6.4.2 MCS Message Display,AGVS,,221,TS_3,,,,,WW00,934,WW003A6
WW003A7,AGVS,MCS Message # 77,ASCII,6.4.2 MCS Message Display,AGVS,,222,TS_3,,,,,WW00,935,WW003A7
WW003A8,AGVS,MCS Message # 78,ASCII,6.4.2 MCS Message Display,AGVS,,223,TS_3,,,,,WW00,936,WW003A8
WW003A9,AGVS,MCS Message # 79,ASCII,6.4.2 MCS Message Display,AGVS,,224,TS_3,,,,,WW00,937,WW003A9
WW003AA,AGVS,MCS Message # 80,ASCII,6.4.2 MCS Message Display,AGVS,,225,TS_3,,,,,WW00,938,WW003AA
WW003AB,AGVS,MCS Message # 81,ASCII,6.4.2 MCS Message Display,AGVS,,226,TS_3,,,,,WW00,939,WW003AB
WW003AC,AGVS,MCS Message # 82,ASCII,6.4.2 MCS Message Display,AGVS,,227,TS_3,,,,,WW00,940,WW003AC
WW003AD,AGVS,MCS Message # 83,ASCII,6.4.2 MCS Message Display,AGVS,,228,TS_3,,,,,WW00,941,WW003AD
WW003AE,AGVS,MCS Message # 84,ASCII,6.4.2 MCS Message Display,AGVS,,229,TS_3,,,,,WW00,942,WW003AE
WW003AF,AGVS,MCS Message # 85,ASCII,6.4.2 MCS Message Display,AGVS,,230,TS_3,,,,,WW00,943,WW003AF
WW003B0,AGVS,MCS Message # 86,ASCII,6.4.2 MCS Message Display,AGVS,,231,TS_3,,,,,WW00,944,WW003B0
WW003B1,AGVS,MCS Message # 87,ASCII,6.4.2 MCS Message Display,AGVS,,232,TS_3,,,,,WW00,945,WW003B1
WW003B2,AGVS,MCS Message # 88,ASCII,6.4.2 MCS Message Display,AGVS,,233,TS_3,,,,,WW00,946,WW003B2
WW003B3,AGVS,MCS Message # 89,ASCII,6.4.2 MCS Message Display,AGVS,,234,TS_3,,,,,WW00,947,WW003B3
WW003B4,AGVS,MCS Message # 90,ASCII,6.4.2 MCS Message Display,AGVS,,235,TS_3,,,,,WW00,948,WW003B4
WW003B5,AGVS,MCS Message # 91,ASCII,6.4.2 MCS Message Display,AGVS,,236,TS_3,,,,,WW00,949,WW003B5
WW003B6,AGVS,MCS Message # 92,ASCII,6.4.2 MCS Message Display,AGVS,,237,TS_3,,,,,WW00,950,WW003B6
WW003B7,AGVS,MCS Message # 93,ASCII,6.4.2 MCS Message Display,AGVS,,238,TS_3,,,,,WW00,951,WW003B7
WW003B8,AGVS,MCS Message # 94,ASCII,6.4.2 MCS Message Display,AGVS,,239,TS_3,,,,,WW00,952,WW003B8
WW003B9,AGVS,MCS Message # 95,ASCII,6.4.2 MCS Message Display,AGVS,,240,TS_3,,,,,WW00,953,WW003B9
WW003BA,AGVS,MCS Message # 96,ASCII,6.4.2 MCS Message Display,AGVS,,241,TS_3,,,,,WW00,954,WW003BA
WW003BB,AGVS,MCS Message # 97,ASCII,6.4.2 MCS Message Display,AGVS,,242,TS_3,,,,,WW00,955,WW003BB
WW003BC,AGVS,MCS Message # 98,ASCII,6.4.2 MCS Message Display,AGVS,,243,TS_3,,,,,WW00,956,WW003BC
WW003BD,AGVS,MCS Message # 99,ASCII,6.4.2 MCS Message Display,AGVS,,244,TS_3,,,,,WW00,957,WW003BD
WW003BE,AGVS,MCS Message # 100,ASCII,6.4.2 MCS Message Display,AGVS,,245,TS_3,,,,,WW00,958,WW003BE
WW003BF,AGVS,,,,AGVS,,,TS_3,,,,,WW00,959,WW003BF
WW003C0,AGVS,,,,AGVS,,,TS_3,,,,,WW00,960,WW003C0
WW003C1,AGVS,,,,AGVS,,,TS_3,,,,,WW00,961,WW003C1
WW003C2,AGVS,,,,AGVS,,,TS_3,,,,,WW00,962,WW003C2
WW003C3,AGVS,,,,AGVS,,,TS_3,,,,,WW00,963,WW003C3
WW003C4,AGVS,,,,AGVS,,,TS_3,,,,,WW00,964,WW003C4
WW003C5,AGVS,,,,AGVS,,,TS_3,,,,,WW00,965,WW003C5
WW003C6,AGVS,,,,AGVS,,,TS_3,,,,,WW00,966,WW003C6
WW003C7,AGVS,,,,AGVS,,,TS_3,,,,,WW00,967,WW003C7
WW003C8,AGVS,,,,AGVS,,,TS_3,,,,,WW00,968,WW003C8
WW003C9,AGVS,,,,AGVS,,,TS_3,,,,,WW00,969,WW003C9
WW003CA,AGVS,,,,AGVS,,,TS_3,,,,,WW00,970,WW003CA
WW003CB,AGVS,,,,AGVS,,,TS_3,,,,,WW00,971,WW003CB
WW003CC,AGVS,,,,AGVS,,,TS_3,,,,,WW00,972,WW003CC
WW003CD,AGVS,,,,AGVS,,,TS_3,,,,,WW00,973,WW003CD
WW003CE,AGVS,,,,AGVS,,,TS_3,,,,,WW00,974,WW003CE
WW003CF,AGVS,,,,AGVS,,,TS_3,,,,,WW00,975,WW003CF
WW003D0,AGVS,,,,AGVS,,,TS_3,,,,,WW00,976,WW003D0
WW003D1,AGVS,,,,AGVS,,,TS_3,,,,,WW00,977,WW003D1
WW003D2,AGVS,,,,AGVS,,,TS_3,,,,,WW00,978,WW003D2
WW003D3,AGVS,,,,AGVS,,,TS_3,,,,,WW00,979,WW003D3
WW003D4,AGVS,,,,AGVS,,,TS_3,,,,,WW00,980,WW003D4
WW003D5,AGVS,,,,AGVS,,,TS_3,,,,,WW00,981,WW003D5
WW003D6,AGVS,,,,AGVS,,,TS_3,,,,,WW00,982,WW003D6
WW003D7,AGVS,,,,AGVS,,,TS_3,,,,,WW00,983,WW003D7
WW003D8,AGVS,,,,AGVS,,,TS_3,,,,,WW00,984,WW003D8
WW003D9,AGVS,,,,AGVS,,,TS_3,,,,,WW00,985,WW003D9
WW003DA,AGVS,,,,AGVS,,,TS_3,,,,,WW00,986,WW003DA
WW003DB,AGVS,,,,AGVS,,,TS_3,,,,,WW00,987,WW003DB
WW003DC,AGVS,,,,AGVS,,,TS_3,,,,,WW00,988,WW003DC
WW003DD,AGVS,,,,AGVS,,,TS_3,,,,,WW00,989,WW003DD
WW003DE,AGVS,,,,AGVS,,,TS_3,,,,,WW00,990,WW003DE
WW003DF,AGVS,,,,AGVS,,,TS_3,,,,,WW00,991,WW003DF
WW003E0,AGVS,,,,AGVS,,,TS_3,,,,,WW00,992,WW003E0
WW003E1,AGVS,,,,AGVS,,,TS_3,,,,,WW00,993,WW003E1
WW003E2,AGVS,,,,AGVS,,,TS_3,,,,,WW00,994,WW003E2
WW003E3,AGVS,,,,AGVS,,,TS_3,,,,,WW00,995,WW003E3
WW003E4,AGVS,,,,AGVS,,,TS_3,,,,,WW00,996,WW003E4
WW003E5,AGVS,,,,AGVS,,,TS_3,,,,,WW00,997,WW003E5
WW003E6,AGVS,,,,AGVS,,,TS_3,,,,,WW00,998,WW003E6
WW003E7,AGVS,,,,AGVS,,,TS_3,,,,,WW00,999,WW003E7
WW003E8,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1000,WW003E8
WW003E9,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1001,WW003E9
WW003EA,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1002,WW003EA
WW003EB,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1003,WW003EB
WW003EC,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1004,WW003EC
WW003ED,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1005,WW003ED
WW003EE,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1006,WW003EE
WW003EF,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1007,WW003EF
WW003F0,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1008,WW003F0
WW003F1,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1009,WW003F1
WW003F2,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1010,WW003F2
WW003F3,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1011,WW003F3
WW003F4,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1012,WW003F4
WW003F5,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1013,WW003F5
WW003F6,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1014,WW003F6
WW003F7,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1015,WW003F7
WW003F8,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1016,WW003F8
WW003F9,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1017,WW003F9
WW003FA,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1018,WW003FA
WW003FB,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1019,WW003FB
WW003FC,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1020,WW003FC
WW003FD,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1021,WW003FD
WW003FE,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1022,WW003FE
WW003FF,AGVS,,,,AGVS,,,TS_3,,,,,WW00,1023,WW003FF
